product_id,quantity,wholesale_cost,sale_price,supplier_id
EVZ0R5WYCGQT,143,3.81,6.07,XYQVBOAQ
D0MRS4KUVXLK,4851,392.76,485.45,LUVIKHIG
QVXEQUHD7ARK,6409,378.3,545.51,GZSKUPRR
BJFO6CMZWAIK,3681,407.45,743.6,VNAUBIMF
6PJRRFYZRT18,3572,347.53,649.19,JPSKHNZQ
WBSXLYNWWY7Z,3799,358.94,585.79,UNDKILTU
ZZIWWC1IRSZ1,3392,400.75,726.96,MOICPPVT
Q7PU9LZ8D1XT,2489,133.37,166.05,ACUGYYCR
24FRWZ823CP6,5492,447.22,822.44,WNPVEYAW
81M1TYW5Z8RR,114,4.63,5.67,IJJIIIVH
XUB8LRBG7JK3,310,13.04,17.64,LZAGUZZM
IYU6RLJNAEFL,5674,434.71,713.36,WUYUBNMD
17MIKWRESJF2,2342,123.34,159.11,EBBKIVVU
DP1T5L8B6PAJ,6575,391.44,474.43,MTFFNYXN
9Z03ALQ66F9T,7471,377.0,577.94,CUPAMHHF
KCPSQL8RL1IP,52,1.63,3.0,PUSEAHDI
DI9WSYYSNFBE,2304,135.08,159.93,KDXPSEPZ
OAYMILRH4RCD,4834,427.83,560.03,OJPJLVWV
6UKZB67XBP4V,5422,392.76,579.32,OJPJLVWV
HICSGQ66R2E8,6318,391.44,741.78,IDTSLATK
5R5K9L7470CK,5956,380.92,453.29,REFSVATM
X6YBMMGISNJO,5584,384.85,465.28,OBUHDMHG
8V17B5DH01WR,4791,387.48,685.84,IJHLHXKN
ZPGHEB88MOK2,2796,141.98,229.58,RJVOUJCT
RG57BQHXMKKV,2719,129.16,233.65,OBUHDMHG
SRYR8P27WV2Z,2503,122.52,151.07,JPSKHNZQ
GPFAYLJAAYMP,778,38.73,61.43,OBUHDMHG
Y6ZH9GUXK6VZ,2775,116.04,155.61,WNPVEYAW
E3KW0LJL9XQU,2696,117.64,219.99,GZSKUPRR
XJCDUV9W49RP,3634,391.44,503.0,QQWFFXLL
QN1UE8S0TVUE,966,36.71,56.24,WUYUBNMD
E0ME301NE1HY,6957,364.07,561.76,OBUHDMHG
ZJAV2V9I0PUK,874,39.75,54.5,UNDKILTU
ITV6VRXWOJYN,4584,427.83,474.89,SCNJUVFR
BGMYXR3LM1YP,230,14.71,22.32,XYQVBOAQ
6AT45G3T7LXX,5552,392.76,736.03,BZFDBMID
9MOEYC4FG8R1,3026,411.49,567.44,WNPVEYAW
MIN9G65YJ06V,4947,415.55,640.78,PXNYWTPX
HV8VFHWBANJR,1851,137.65,174.13,NOKKJHIF
CUYLUS2UWU3D,5862,394.09,733.4,BUNCEFOX
E54A6V4ZNE1Z,6722,403.42,579.71,SCNJUVFR
QJN7QH99GH0N,3349,447.22,659.2,UEULUNWM
RYJVHHTP6F6J,6860,384.85,507.62,XYQVBOAQ
MDL9N49ZGPGI,5975,335.03,466.36,CBSKJIQI
MFYSKJFEPCSJ,141,5.52,8.09,PUSEAHDI
1J487I7Q5QTJ,4470,361.5,619.97,MOICPPVT
1N5ZPBJPNUAQ,1895,124.17,193.08,LKAVWAZW
68YYV92QR7TV,14,0.59,0.69,VCFXVKJQ
LXR7998BCM3U,7497,382.22,475.86,OYIQXTGU
JDJEF0GGWE4X,1193,141.98,156.46,JUTEJFAR
500JPNO6P2WC,6483,383.54,578.76,VUPIBWMC
HU2IINQP7VKM,1201,148.13,188.27,MTFFNYXN
SFOCX56VNUTG,41,0.89,1.05,CUPAMHHF
TRHP4XLIWTKQ,4238,370.51,600.23,SZQROLOF
OW5NTUYII7FY,3823,396.75,565.37,VUPIBWMC
JRQIG8BF0NH1,6062,412.84,638.66,SCNJUVFR
9HZO9V6XEPZF,5648,437.48,739.78,UEULUNWM
D97XCZ92ZPW7,1699,116.84,155.86,ALPISKWD
RCF8Z7FDYPQI,1019,42.37,57.67,PXNYWTPX
120PROQLQ82E,5772,404.76,644.78,LSZQNTOO
Y3M67CWNQT4W,2908,134.22,210.46,OJPJLVWV
5I2OG2UI6RY9,5556,356.4,552.78,LYZVAUXB
LTTKT8ZJYWNY,953,26.41,31.32,IDTSLATK
N2N3KGLE59OI,4500,322.71,415.33,LZAGUZZM
54IKREHOEFVK,1022,32.8,42.25,OHQKTJPS
68YJ1M5PY1Z1,390,13.7,17.02,LUVIKHIG
MFN8BKLP5GDA,1082,39.75,52.79,OHQKTJPS
M0QXSMOB80DH,6739,356.4,424.83,JUTEJFAR
2S01F3HE03KN,4690,426.46,613.25,LKAVWAZW
0KQ9E759IHPG,602,33.76,58.1,LZAGUZZM
7U4RR8EI4V29,5706,394.09,499.31,UEULUNWM
1V1THL7SBX9W,5316,406.1,463.77,AZAIREQV
RQWWR6520ZHR,877,40.79,72.4,PXNYWTPX
JH8I34OAGXZM,6382,364.07,484.21,LUVIKHIG
VFX22UUAJOCC,4940,436.09,552.09,TQIBFCOR
8YUY5WPO88F3,944,43.43,56.37,XYQVBOAQ
XMZJ0UVC681K,6506,406.1,519.0,CBSKJIQI
0ETMQKCPIGLE,809,37.71,62.67,EBBKIVVU
A9B6PEPSCTAK,149,11.14,15.14,JUTEJFAR
Z4GO8LEI5MX7,326,15.4,17.85,BUNCEFOX
WHRLRW9YS3SG,1814,126.65,175.92,XHTQUBBH
YJHNRBM8SNQZ,637,38.73,59.41,FOOARRMY
SOUJYPZMWHRR,2592,121.7,187.66,FLXUVLWD
AEQ13438HFE2,7065,427.83,541.2,VCFXVKJQ
GLE6HIVZBUTT,2070,132.53,196.81,RJVOUJCT
S234LBQAWR03,1224,112.05,167.74,TNBGXNKC
0YL0XH5RTH3R,4893,384.85,607.29,IJJIIIVH
04SVQI27BBQC,4327,377.0,441.47,WNPVEYAW
PMI1U7GNW1PG,1223,109.69,190.31,QQWFFXLL
NU8X44PS40OG,1606,112.05,201.13,WUYUBNMD
0KJJYX7VR5EV,567,35.71,62.53,JPSKHNZQ
9LFEA0O34ALJ,6481,377.0,530.82,VCFXVKJQ
JBJMQT9DE6KT,6774,410.14,705.44,MOICPPVT
K67UDNZUKOCO,4498,369.22,521.34,SCNJUVFR
3NQGZPN1KCX0,7050,352.59,565.55,NOKKJHIF
BM5SOEKV6X8O,1425,121.7,159.91,BUOPLBCJ
CMNCC66EC9GK,3251,423.72,546.18,LUVIKHIG
IHBQ1CRE265T,1624,101.97,173.65,ACUGYYCR
FZC1K6K0RIRP,255,16.11,27.21,JHYQAPFL
FTTZMWHSI2GK,1581,150.8,248.07,NENPWMRN
CKTIE6LHO406,2856,128.32,237.14,UEULUNWM
TMSCY463X2KU,3891,387.48,590.52,PUSEAHDI
F7SG9WH4WW5L,2708,110.48,155.45,XYQVBOAQ
JUHZRHEFU624,2053,129.16,182.12,DSGVMPYY
U2LN6JWUBU26,2952,131.68,203.58,LUVIKHIG
P6B6Y3QV3IG1,3943,391.44,582.85,PXNYWTPX
5ITSL4K2OF8F,1052,33.28,42.8,MTFFNYXN
DBMAF7JZHAAE,2757,138.51,261.65,ODSKZBBP
8QIBXLGPZMUG,1918,135.08,194.65,JHYQAPFL
UB77URO0UZPO,5559,396.75,627.66,SZQROLOF
0GMIH5L0B7Q0,2069,149.91,183.94,SCNJUVFR
DV3KDN11CL6K,6927,458.45,622.58,XHTQUBBH
D53QZ14G072S,261,10.54,18.01,DSGVMPYY
O992S65SEWEM,7160,399.41,755.28,NOKKJHIF
USX38L8LM19S,5216,478.4,743.43,FOOARRMY
23LW7AE5UP2P,3214,370.51,410.53,VNAUBIMF
FM1XRA9CK27Y,1282,120.89,207.21,OBUHDMHG
N0YU2TTJ1DDW,2460,113.64,145.69,JUTEJFAR
B5GQJRWHT9FH,5450,396.75,723.67,BUOPLBCJ
HDA88B3UH5EX,845,34.73,44.49,PXNYWTPX
YZIFWKV0B09O,6356,383.54,639.74,MTFFNYXN
UL5IDSPUH7TO,3488,390.12,578.16,MAJZPZCE
0B74JQB29V9R,1913,129.16,165.97,CBSKJIQI
547QSB8DUVGM,404,40.27,66.0,AZAIREQV
KAONZZ85JVY2,1405,122.52,174.22,FHIMGLEY
FLWL6OZC698M,5100,362.78,506.08,BZFDBMID
49DCX9B4XRFS,6823,461.28,860.75,JUTEJFAR
RH60FWV796BP,1005,47.8,71.03,VCFXVKJQ
F1C3WX850WTS,6074,375.7,701.81,CBSKJIQI
BHYOQ4N023IV,881,38.73,65.41,BUOPLBCJ
QVDGI22NVPTJ,703,43.97,49.2,DSGVMPYY
M85EE5PXVV6F,3126,391.44,465.81,XYQVBOAQ
4JCKS2U8GNUV,2824,115.23,149.91,MRJAKYTF
ZSD22C3AYWKD,2132,117.64,212.58,DJVDYUAU
JWT3GWKBGDFB,4460,384.85,584.97,OJPJLVWV
9M1PSJ8H825D,3503,392.76,513.34,ACUGYYCR
9XUUQ898FTZG,5958,365.35,608.31,UNDKILTU
61EKY59J4VNI,4230,452.82,608.59,VCFXVKJQ
DBPEHLEHJ9PW,629,43.97,72.55,RJVOUJCT
T837505LVL7J,2468,129.99,197.84,NENPWMRN
9IM0UHE5HS4R,3706,400.75,575.48,ODSKZBBP
RF7VYOZNGM15,763,34.25,64.66,VCFXVKJQ
SX7X9J51UVGA,6980,436.09,614.89,WUYUBNMD
B6OVP50NWH7F,3578,379.61,438.83,KDXPSEPZ
6TF9HYJE266Y,1474,141.11,174.55,JPSKHNZQ
XF9LWALSRONA,6367,390.12,438.88,FHIMGLEY
XMENY0OEWVR8,1368,108.91,168.16,QQWFFXLL
NSBEGGGD7VRU,6244,391.44,605.95,OYIQXTGU
K50PAAB0BQSN,1598,118.45,136.93,LSZQNTOO
K781T8ZIFFDO,3156,371.8,458.8,LSZQNTOO
VHCMQ563J3KV,6671,418.27,483.52,DSGVMPYY
TITJ2I2GAP5W,3724,369.22,529.83,XYQVBOAQ
JSLXKG9BELLT,4031,398.08,703.41,LSZQNTOO
RF3ZGGESWZI5,7351,430.58,688.93,IJHLHXKN
6REGZCWZAFIP,3552,400.75,486.91,RJVOUJCT
42OATHK7KOY7,6831,429.2,712.9,JUTEJFAR
CVXEDMMZ8XP9,602,40.79,48.01,MOICPPVT
7PQSDXZRV6WY,4559,350.05,414.46,UEULUNWM
50Q88C9G5X2M,94,4.01,6.91,XHTQUBBH
KGEEG3T49PG6,4727,450.02,698.43,PXNYWTPX
ES4EJXD50T1F,1323,113.64,157.39,RJVOUJCT
4TN3QBZBUHOP,3903,414.2,584.44,BUNCEFOX
ZWMI2CV0WACX,5672,426.46,736.07,TIJFWNLU
2W9ZP8IEOBUT,4848,394.09,465.03,MRJAKYTF
GVQZ22YDUYHN,3951,391.44,601.64,OBUHDMHG
SJCKO19469SW,4275,356.4,454.41,CUPAMHHF
BZ4MVD7PQH58,1251,115.23,216.52,TQIBFCOR
OSKZW4AS8AWN,6954,356.4,553.13,CBSKJIQI
EK8HR5DAVWB4,1417,128.32,206.98,BUNCEFOX
1VI7H9T6TV7P,3232,434.71,778.57,UNDKILTU
L89E41HIC4C4,7225,407.45,619.73,DJVDYUAU
29E3CD4F09RP,2929,117.64,144.46,DSGVMPYY
6W9YQB61EYJP,5889,412.84,471.46,SZQROLOF
FCQZZ460I10E,6767,461.28,778.18,CUPAMHHF
A6G58PTCC4WJ,7298,350.05,467.32,REFSVATM
GC1JB3LGUNSQ,1116,127.48,172.48,WUYUBNMD
TJS8HPQQMW7F,1604,119.26,206.2,QIJEYJNR
Q9AYNS0JCX9Q,1351,143.72,179.51,XYQVBOAQ
7SYX1XYZJ5VS,5277,382.22,653.6,JHYQAPFL
WMI6HMVRDJ1E,6003,408.79,464.79,UNDKILTU
RDC9PQCFS77O,1499,137.65,259.33,IJHLHXKN
SH4ELG05PL6D,5368,384.85,454.51,MOICPPVT
1L6J54LHWCUL,539,30.46,57.81,CUPAMHHF
YDYJU0GLZY6B,2363,124.99,184.86,EBBKIVVU
OM5RLFPMAW6O,6707,398.08,459.78,REFSVATM
Q5880GNM223F,3939,400.75,742.99,IJJIIIVH
I9MVPZA36ZMY,1743,124.17,191.22,XHTQUBBH
H12V1Y1616ZD,4379,360.22,553.66,SZQROLOF
H6D5ZF5ZHMYW,6629,371.8,444.67,IJHLHXKN
U4L484PISOYD,4745,420.99,500.98,OHQKTJPS
KDELT2N5R8ML,1935,120.07,177.7,OJPJLVWV
F2V8R1F7CG9C,1480,121.7,170.5,RJVOUJCT
89CP28T6P0CX,7410,398.08,623.0,MRJAKYTF
H0KBQISAPHMV,1957,110.48,156.66,EBBKIVVU
0RPKV0IEZJ1T,5940,337.51,399.27,UEULUNWM
DM74X9925R6K,1506,124.99,160.74,MOICPPVT
7938YYE0D625,792,40.27,46.75,NFFBZLEF
0KVR5VOZ2WNX,7306,416.91,528.22,JHYQAPFL
UDJFSE1VEZ2B,4343,394.09,500.49,IJJIIIVH
0R67W2G0Z0QI,7322,419.63,677.28,IDTSLATK
NGXYW2KV2WGK,543,34.25,53.33,KDXPSEPZ
LLYNH8U6PEC6,5225,418.27,732.81,CUPAMHHF
ACVOBMVFNIS5,614,34.25,47.5,GZSKUPRR
V13AD3RO5JR2,4661,436.09,608.35,QQWFFXLL
ZCJ5WO6S5JWN,4918,388.8,468.89,PXNYWTPX
AXSLLOW807KA,3958,362.78,580.45,BUOPLBCJ
F4D192RH4GAR,4690,454.23,849.86,DJVDYUAU
79SBQPXNO42J,968,36.71,60.98,LUVIKHIG
TBSAWN7SF1OU,0,0.89,1.43,XHTQUBBH
0OTBLCRRHMA8,2806,113.64,146.03,SCNJUVFR
5L90SLZ32Q5H,6940,407.45,715.48,REFSVATM
29BFYYFA796C,4211,391.44,432.93,NOKKJHIF
0QNKZOFBBP0U,5718,357.67,606.25,NFFBZLEF
856TSYWGTQRR,2781,118.45,168.32,OYIQXTGU
SVLF91K32LKH,6845,406.1,486.91,VUPIBWMC
AI68W9BT8JA7,4167,351.32,604.27,UNDKILTU
V7C3V5LBWMFF,7144,430.58,672.14,MOICPPVT
DV1DG3IVG3UD,1331,125.82,161.55,EBBKIVVU
MYIEOACEK36O,3030,416.91,520.72,OBUHDMHG
039IZ60B41VB,1683,143.72,163.7,REFSVATM
CATVD4OEVJHH,3048,406.1,447.12,AZAIREQV
2DIFXYPFA7VC,1561,157.11,208.48,VCFXVKJQ
W4H8GPP8R0ZK,921,36.71,58.55,LZAGUZZM
QQLHF97F9M1Q,4118,402.08,590.66,FOOARRMY
QPBSJ7WK4UW0,5801,369.22,588.54,BZFDBMID
0H5010I906KL,5668,420.99,548.13,PUSEAHDI
59ZFKTAMU7Y6,5500,410.14,676.32,ODSKZBBP
H5HJXIAZCXDS,3231,420.99,519.5,CBSKJIQI
6PH67R0IAIV2,6419,406.1,549.05,XUBNCBUO
FFKJM0N0X6V9,2591,115.23,204.42,OBUHDMHG
NTHHM46QMLUQ,2069,125.82,238.05,DJVDYUAU
9YMUQ8G2KOBJ,3454,367.93,570.66,BZFDBMID
LJWELTTVGJ19,1739,120.07,194.63,MOICPPVT
GD59O8V6BA4Q,2118,134.22,241.19,SCNJUVFR
D1AG00SVVJMW,6899,419.63,725.54,BUNCEFOX
I27WFKVQOAON,2455,135.93,214.63,MRJAKYTF
E918IYZIV0VT,4123,420.99,519.92,VCFXVKJQ
JJLSPHC9M56F,1883,115.23,135.74,FHIMGLEY
GIAHWZGSX0Y1,7261,395.42,641.77,XYQVBOAQ
DE0QZ01ZP6YR,6795,429.2,742.95,IDTSLATK
3MMV9GKDXRRM,5890,367.93,632.1,DJVDYUAU
NUFRFSROL2IS,3294,474.09,618.69,AZAIREQV
8NPYR25ISRQW,5414,416.91,736.68,VNAUBIMF
GKIPLK8WLDWV,4921,476.96,726.89,BUOPLBCJ
UBV2UYMNJ10T,4765,377.0,654.1,FLXUVLWD
SK9BUL28VZH9,777,43.97,55.31,CUPAMHHF
Q5ALZGALZ5GV,1730,136.79,216.95,NENPWMRN
51WRIJUKZIWH,7016,415.55,572.21,TNBGXNKC
Y56P7FOKOBMV,114,4.42,7.8,ZOQGODSQ
1Q7Y04M1RKYZ,185,15.75,24.13,XUBNCBUO
BZ8B8P7OQXKI,6320,410.14,739.89,LKAVWAZW
XMAK60ESVG39,2269,149.02,263.47,LZAGUZZM
X2OIY50F96YH,4031,431.95,566.29,VCFXVKJQ
GE2T9GMK410R,5200,366.64,499.73,MAJZPZCE
JOEZVT5EWDJX,1881,139.37,246.55,ODSKZBBP
S5IMNKYMO2CX,943,39.75,45.67,ACUGYYCR
ROPGEZLIHWZV,1127,137.65,204.82,BUOPLBCJ
APOG0O4RI5CM,3197,370.51,650.25,ZOQGODSQ
NDWK76BHYZIM,1224,106.58,134.08,LSZQNTOO
97NZ8XP7UY6B,6033,348.79,493.19,BZFDBMID
DCJ8ZNVPRM70,3059,378.3,491.41,AZAIREQV
CV7NEBTNTYPV,6141,425.09,733.28,CUPAMHHF
VUSHJY7DBQ75,5000,426.46,650.78,UEULUNWM
HWC3C7MLMEMH,5863,400.75,499.74,MTFFNYXN
BQ41TEQJQ5HT,2639,129.99,152.61,FLXUVLWD
QPC66H5Q4LC9,3045,379.61,553.09,SZQROLOF
NBHL38JEE9RE,4399,407.45,589.58,SZQROLOF
LSWT1Q4YVDLK,2248,119.26,168.87,BUNCEFOX
55ZYEACQK9DW,2661,136.79,206.14,FOOARRMY
LG33RREV0533,4725,394.09,702.27,WUYUBNMD
G7DITZXWZOBK,4759,347.53,617.21,XUBNCBUO
UZOT4WRODN9S,6826,437.48,616.85,LSZQNTOO
QXIPISS21N9U,484,40.79,50.91,TQIBFCOR
NFAMWJEREHR0,1704,105.8,117.97,AZAIREQV
MYLE2XX0SCFT,937,38.73,65.88,TNBGXNKC
XB06V5R1AT02,3163,390.12,707.68,TQIBFCOR
7OB0975AY7KW,1200,131.68,188.96,REFSVATM
VN7DG01R5GIB,6297,455.63,766.83,BZFDBMID
4KVRTJE2QMTB,3649,410.14,770.65,DSGVMPYY
0MLJB0Y2R5OT,2770,104.27,171.52,QQWFFXLL
3KQMB842A6E6,1710,128.32,182.6,NENPWMRN
NA1A3E3BEYVZ,4099,362.78,543.44,GZSKUPRR
EU434Z3SRV3G,4705,391.44,470.51,WUYUBNMD
J3IE29EBSUXW,7298,360.22,495.66,XUBNCBUO
RDMR9RXXWYDI,4394,377.0,660.5,SMGBRLRY
HPK6DC0CBJOS,4627,403.42,661.21,XYQVBOAQ
V17JQNGU4HFD,3814,364.07,585.79,QIJEYJNR
O9WE8HQV95M8,3880,414.2,617.57,EBBKIVVU
V3LW094VCZE7,5435,403.42,756.41,OHQKTJPS
85DVW25EHA9R,5464,437.48,640.03,FOOARRMY
V5GLXM0OUTN9,1501,120.07,214.93,NENPWMRN
3KTVIFPV4TRQ,3595,423.72,540.67,IJJIIIVH
BL1XD5541LJN,732,46.14,51.86,PXNYWTPX
PBHY4CGI3RKW,1985,136.79,219.96,BUOPLBCJ
0UV2TXP57UW5,4728,415.55,630.8,NENPWMRN
EMMV1VU2MY1Q,4424,406.1,512.5,MOICPPVT
1AW0ZDSWZ8EH,3691,427.83,741.0,OBUHDMHG
XBPBWWDFMLRV,38,1.0,1.61,FHIMGLEY
LAC4G7PGUCIV,80,7.73,11.29,IJHLHXKN
NCXJ8GGK353I,1777,134.22,236.36,TNBGXNKC
OTS71SF99310,4226,406.1,631.89,JHYQAPFL
71UTVBWD5DK0,4453,403.42,649.51,VNAUBIMF
FGR79DAG2X4S,835,49.48,59.43,AZAIREQV
P3N3UDBRM9BR,2814,108.91,139.19,MOICPPVT
